fake_iin_bin;appeal_id;reg_number;current_working_state;status_overdue;applicant_type;person_age;citizenship;gender;issue;appeal_type;region;start_dt;deadline;finish_dt;appeal_decision;month_name;mark
804735188129;29097265475842;ЖТ-7204-6537556;На рассмотрении;Отказано;Физическое лицо;73;РОССИЯ;Женский;Жилищный вопрос;Жалоба;Шымкент;2024-10-20 21:24:53;2024-11-17 21:24:53;2024-10-23 21:24:53;Рассмотрено;Январь;Удовлетворительно
376688514097;21526983170256;ЖТ-7080-5310033;Завершено;Завершено;Юридическое лицо;30;КАЗАХСТАН;Женский;Жилищный вопрос;Жалоба;Абайская;2024-01-13 20:16:58;2024-01-21 20:16:58;2024-02-05 20:16:58;Принять благоприятный акт;Февраль;Хорошо
270172340877;27765009278978;ЖТ-7193-7452991;Отказано;Отказано;Юридическое лицо;63;УЗБЕКИСТАН;Мужской;Жилищный вопрос;Предложение;Шымкент;2025-02-26 14:58:43;2025-03-21 14:58:43;2025-03-04 14:58:43;Отказ;Ноябрь;Хорошо
217300018982;13614552927957;ЖТ-4966-3193149;В работе;Отказано;Юридическое лицо;66;КАЗАХСТАН;Женский;Земельные отношения;Жалоба;Костанайская;2025-01-12 17:53:43;2025-02-01 17:53:43;2025-02-06 17:53:43;Предоставить ответ;Июль;Плохо
961424120992;58864019317182;ЖТ-8651-8506716;В работе;Отказано;Физическое лицо;57;РОССИЯ;Женский;Земельные отношения;Заявление;Жетысуская;2025-02-02 00:09:03;2025-02-16 00:09:03;2025-02-06 00:09:03;Рассмотрено;Февраль;
606070444418;31533708922360;ЖТ-6284-9877694;Завершено;На рассмотрении;Физическое лицо;41;УЗБЕКИСТАН;Женский;Земельные отношения;Заявление;Мангистауская;2025-05-26 10:05:16;2025-06-04 10:05:16;2025-06-21 10:05:16;Рассмотрено;Август;Хорошо
198503450940;44318724874893;ЖТ-7996-5075273;В работе;На рассмотрении;Юридическое лицо;62;КАЗАХСТАН;Женский;Земельные отношения;Заявление;Астана;2024-02-15 00:30:38;2024-03-08 00:30:38;2024-03-14 00:30:38;Рассмотрено;Октябрь;Удовлетворительно
474771769915;48881823995661;ЖТ-8083-1367837;Завершено;На рассмотрении;Юридическое лицо;73;КАЗАХСТАН;Мужской;Предпринимательство;Запрос;Атырауская;2024-03-09 18:38:32;2024-03-22 18:38:32;2024-04-12 18:38:32;Рассмотрено;Май;Удовлетворительно
591734333317;12430062142995;ЖТ-1436-3495788;В работе;Завершено;Юридическое лицо;28;РОССИЯ;Мужской;Жилищный вопрос;Предложение;Алматинская;2024-10-08 09:40:51;2024-10-31 09:40:51;2024-10-21 09:40:51;Отказ;Апрель;
920324285791;56555514421837;ЖТ-5744-4313518;Завершено;Отказано;Юридическое лицо;33;РОССИЯ;Мужской;Жилищный вопрос;Предложение;Абайская;2024-03-01 16:36:39;2024-03-12 16:36:39;2024-04-08 16:36:39;Принять благоприятный акт;Июнь;
304827692808;40452140790856;ЖТ-7498-9413435;Завершено;Отказано;Физическое лицо;24;УЗБЕКИСТАН;Мужской;Здравоохранение;Предложение;Жетысуская;2025-05-19 04:21:01;2025-06-15 04:21:01;2025-05-30 04:21:01;Предоставить ответ;Сентябрь;
877449847333;27813523469265;ЖТ-4008-4271094;Отказано;Отказано;Физическое лицо;27;РОССИЯ;Мужской;Земельные отношения;Предложение;Алматинская;2023-11-02 15:54:15;2023-11-23 15:54:15;2023-11-15 15:54:15;Принять благоприятный акт;Июнь;Плохо
475553953855;45532485101145;ЖТ-7116-7190229;Завершено;Завершено;Физическое лицо;33;КАЗАХСТАН;Женский;Жилищный вопрос;Предложение;Костанайская;2024-06-01 11:15:47;2024-07-01 11:15:47;2024-07-11 11:15:47;Предоставить ответ;Июнь;Удовлетворительно
229914990914;95329902723439;ЖТ-9938-6774964;На рассмотрении;В работе;Юридическое лицо;59;УЗБЕКИСТАН;Женский;Жилищный вопрос;Запрос;Павлодарская;2025-05-17 21:38:11;2025-05-31 21:38:11;2025-06-20 21:38:11;Принять благоприятный акт;Сентябрь;Хорошо
770273585360;39243413282091;ЖТ-3412-3281206;Завершено;Отказано;Юридическое лицо;63;КАЗАХСТАН;Женский;Жилищный вопрос;Жалоба;Туркестанская;2024-08-12 22:57:37;2024-08-23 22:57:37;2024-09-12 22:57:37;Рассмотрено;Май;Хорошо
617946475170;14592570988560;ЖТ-3447-1349361;Отказано;Отказано;Физическое лицо;73;УЗБЕКИСТАН;Мужской;Жилищный вопрос;Заявление;Мангистауская;2024-05-18 16:02:09;2024-06-17 16:02:09;2024-06-27 16:02:09;Рассмотрено;Сентябрь;Удовлетворительно
265990327202;47387296941849;ЖТ-2102-4994717;В работе;На рассмотрении;Физическое лицо;22;УЗБЕКИСТАН;Мужской;Жилищный вопрос;Запрос;Костанайская;2024-07-26 09:01:39;2024-08-06 09:01:39;2024-09-03 09:01:39;Предоставить ответ;Июль;
545386964769;48315157043944;ЖТ-8877-1906594;На рассмотрении;Отказано;Юридическое лицо;50;КАЗАХСТАН;Женский;Предпринимательство;Заявление;Шымкент;2024-11-08 15:35:36;2024-11-15 15:35:36;2024-12-07 15:35:36;Рассмотрено;Октябрь;Удовлетворительно
735056084331;47932384168359;ЖТ-9027-8742967;В работе;Отказано;Физическое лицо;73;РОССИЯ;Женский;Социальное обеспечение;Запрос;Астана;2023-07-13 11:28:20;2023-07-22 11:28:20;2023-08-22 11:28:20;Рассмотрено;Март;
484270768628;56907091681342;ЖТ-5125-6746807;Завершено;Завершено;Юридическое лицо;57;РОССИЯ;Женский;Предпринимательство;Предложение;Астана;2025-06-01 11:01:57;2025-06-09 11:01:57;2025-07-03 11:01:57;Принять благоприятный акт;Июль;
453271363074;66885864936314;ЖТ-8087-6038597;В работе;На рассмотрении;Физическое лицо;78;РОССИЯ;Женский;Жилищный вопрос;Запрос;Абайская;2023-08-27 21:50:36;2023-09-15 21:50:36;2023-09-28 21:50:36;Рассмотрено;Август;Удовлетворительно
159098709360;47581838115988;ЖТ-8247-7109324;На рассмотрении;Завершено;Физическое лицо;49;УЗБЕКИСТАН;Мужской;Предпринимательство;Жалоба;Мангистауская;2024-09-23 10:23:14;2024-10-20 10:23:14;2024-10-19 10:23:14;Отказ;Декабрь;
549048500534;41619949563647;ЖТ-1712-7484677;Завершено;Отказано;Юридическое лицо;54;УЗБЕКИСТАН;Мужской;Социальное обеспечение;Предложение;Павлодарская;2024-07-30 23:03:59;2024-08-29 23:03:59;2024-08-18 23:03:59;Предоставить ответ;Июль;
261281455424;36823718252922;ЖТ-9821-4658404;На рассмотрении;На рассмотрении;Юридическое лицо;54;КАЗАХСТАН;Мужской;Земельные отношения;Заявление;Костанайская;2023-12-19 14:59:40;2023-12-26 14:59:40;2024-01-09 14:59:40;Принять благоприятный акт;Август;Удовлетворительно
747842026084;78911289720977;ЖТ-2787-5588675;На рассмотрении;Завершено;Физическое лицо;58;РОССИЯ;Женский;Предпринимательство;Заявление;Атырауская;2024-12-05 22:47:55;2024-12-12 22:47:55;2025-01-08 22:47:55;Принять благоприятный акт;Декабрь;Плохо
868716573635;90471532919856;ЖТ-6360-5766270;На рассмотрении;На рассмотрении;Юридическое лицо;55;РОССИЯ;Мужской;Социальное обеспечение;Заявление;Карагандинская;2025-03-20 19:27:38;2025-03-31 19:27:38;2025-04-20 19:27:38;Рассмотрено;Май;
752686223803;71967122596080;ЖТ-1870-2621745;На рассмотрении;В работе;Юридическое лицо;79;РОССИЯ;Женский;Предпринимательство;Предложение;Абайская;2023-09-24 19:18:37;2023-10-23 19:18:37;2023-10-22 19:18:37;Рассмотрено;Май;Удовлетворительно
814671749013;63483224660181;ЖТ-5780-9134316;Завершено;В работе;Физическое лицо;41;УЗБЕКИСТАН;Женский;Земельные отношения;Заявление;Жетысуская;2024-09-21 20:42:21;2024-10-04 20:42:21;2024-10-29 20:42:21;Отказ;Март;
799050464905;72440666224558;ЖТ-2400-5045562;В работе;В работе;Физическое лицо;75;УЗБЕКИСТАН;Мужской;Социальное обеспечение;Жалоба;Костанайская;2025-06-08 05:46:07;2025-07-01 05:46:07;2025-07-13 05:46:07;Предоставить ответ;Октябрь;Удовлетворительно
720245039395;33923741177172;ЖТ-2196-9379237;Завершено;Завершено;Юридическое лицо;74;РОССИЯ;Женский;Земельные отношения;Предложение;ВКО;2023-12-19 23:10:24;2023-12-31 23:10:24;2024-01-18 23:10:24;Принять благоприятный акт;Апрель;
381146714497;11321419018953;ЖТ-7482-1759464;На рассмотрении;Завершено;Физическое лицо;44;РОССИЯ;Мужской;Предпринимательство;Предложение;Абайская;2024-10-02 13:27:33;2024-10-26 13:27:33;2024-10-22 13:27:33;Отказ;Август;Хорошо
316045967488;64142355042866;ЖТ-7136-9594406;В работе;Отказано;Юридическое лицо;43;УЗБЕКИСТАН;Мужской;Земельные отношения;Заявление;Улытауская;2024-05-23 07:02:51;2024-06-10 07:02:51;2024-05-29 07:02:51;Рассмотрено;Октябрь;Плохо
957643978300;42387484489946;ЖТ-9533-9421047;В работе;В работе;Физическое лицо;34;КАЗАХСТАН;Женский;Социальное обеспечение;Жалоба;Кызылординская;2024-01-11 02:04:46;2024-01-24 02:04:46;2024-01-25 02:04:46;Принять благоприятный акт;Апрель;Удовлетворительно
904725951409;22683602834511;ЖТ-4562-3285884;Завершено;Завершено;Физическое лицо;73;РОССИЯ;Женский;Предпринимательство;Запрос;Алматинская;2023-07-18 22:57:08;2023-08-10 22:57:08;2023-08-21 22:57:08;Принять благоприятный акт;Апрель;Удовлетворительно
425586388909;75911062774547;ЖТ-1236-8516048;В работе;На рассмотрении;Физическое лицо;33;РОССИЯ;Мужской;Земельные отношения;Заявление;Павлодарская;2025-02-20 05:28:07;2025-03-01 05:28:07;2025-03-16 05:28:07;Отказ;Февраль;Удовлетворительно
840317438269;92266929562271;ЖТ-6513-7098593;Завершено;Отказано;Юридическое лицо;50;РОССИЯ;Мужской;Жилищный вопрос;Предложение;Туркестанская;2023-09-22 20:43:11;2023-10-05 20:43:11;2023-10-22 20:43:11;Отказ;Март;Удовлетворительно
433723585310;67465155915384;ЖТ-1200-4711382;На рассмотрении;На рассмотрении;Юридическое лицо;77;УЗБЕКИСТАН;Женский;Социальное обеспечение;Предложение;Атырауская;2024-10-09 16:21:07;2024-10-19 16:21:07;2024-11-10 16:21:07;Принять благоприятный акт;Ноябрь;Хорошо
836032889947;68985105985069;ЖТ-9261-7964053;Завершено;Отказано;Физическое лицо;55;УЗБЕКИСТАН;Женский;Социальное обеспечение;Жалоба;Астана;2024-04-03 11:34:24;2024-04-17 11:34:24;2024-04-30 11:34:24;Отказ;Июнь;
361780641120;61045065476265;ЖТ-1585-0643171;В работе;Завершено;Юридическое лицо;67;УЗБЕКИСТАН;Мужской;Здравоохранение;Предложение;Атырауская;2024-05-13 11:12:02;2024-06-12 11:12:02;2024-06-22 11:12:02;Предоставить ответ;Август;Плохо
802835768946;17116852539049;ЖТ-5329-3183933;Отказано;Завершено;Юридическое лицо;39;КАЗАХСТАН;Мужской;Земельные отношения;Предложение;Астана;2024-10-20 17:21:53;2024-11-14 17:21:53;2024-11-13 17:21:53;Предоставить ответ;Июль;Удовлетворительно
963922166853;93880284074921;ЖТ-0422-8421020;Отказано;Завершено;Физическое лицо;53;КАЗАХСТАН;Мужской;Земельные отношения;Жалоба;Карагандинская;2024-02-19 14:10:11;2024-02-29 14:10:11;2024-02-24 14:10:11;Отказ;Май;Хорошо
361084325435;55567837147307;ЖТ-0240-2681177;В работе;Отказано;Физическое лицо;61;КАЗАХСТАН;Мужской;Жилищный вопрос;Жалоба;Улытауская;2024-03-12 06:33:11;2024-03-25 06:33:11;2024-04-04 06:33:11;Предоставить ответ;Апрель;Хорошо
750744401927;73613229004460;ЖТ-8390-8470076;В работе;В работе;Юридическое лицо;36;КАЗАХСТАН;Мужской;Жилищный вопрос;Заявление;Алматинская;2025-01-12 21:50:33;2025-02-05 21:50:33;2025-01-30 21:50:33;Рассмотрено;Январь;Удовлетворительно
637334604519;20344186334469;ЖТ-1592-1249985;Завершено;В работе;Физическое лицо;77;КАЗАХСТАН;Женский;Предпринимательство;Заявление;Атырауская;2024-04-30 23:14:45;2024-05-07 23:14:45;2024-05-24 23:14:45;Рассмотрено;Май;Плохо
682386363435;73854545365820;ЖТ-8961-1836736;В работе;Завершено;Юридическое лицо;75;КАЗАХСТАН;Женский;Земельные отношения;Жалоба;Костанайская;2024-03-28 19:51:16;2024-04-16 19:51:16;2024-04-13 19:51:16;Предоставить ответ;Март;Плохо
540034427145;53985168468911;ЖТ-6545-2711116;Завершено;В работе;Юридическое лицо;59;УЗБЕКИСТАН;Женский;Предпринимательство;Предложение;Шымкент;2024-02-27 04:00:28;2024-03-19 04:00:28;2024-03-09 04:00:28;Рассмотрено;Декабрь;Плохо
511194997777;28312932105405;ЖТ-8098-8516560;Отказано;В работе;Юридическое лицо;62;КАЗАХСТАН;Мужской;Земельные отношения;Заявление;Улытауская;2023-09-03 02:56:33;2023-09-19 02:56:33;2023-09-30 02:56:33;Рассмотрено;Март;Хорошо
441881158100;24578629311505;ЖТ-9832-7315851;Отказано;На рассмотрении;Юридическое лицо;28;УЗБЕКИСТАН;Мужской;Предпринимательство;Запрос;Астана;2025-05-31 23:31:16;2025-06-17 23:31:16;2025-06-06 23:31:16;Предоставить ответ;Октябрь;Хорошо
347278876628;70395002138444;ЖТ-8998-0940244;В работе;В работе;Юридическое лицо;32;КАЗАХСТАН;Мужской;Земельные отношения;Жалоба;Карагандинская;2025-01-01 15:39:26;2025-01-22 15:39:26;2025-01-28 15:39:26;Принять благоприятный акт;Сентябрь;Удовлетворительно
105802601424;89702323372336;ЖТ-6120-1836675;В работе;На рассмотрении;Юридическое лицо;48;РОССИЯ;Мужской;Жилищный вопрос;Предложение;ВКО;2025-04-27 17:58:29;2025-05-16 17:58:29;2025-05-20 17:58:29;Рассмотрено;Декабрь;Плохо
891612454760;89881845085095;ЖТ-9102-2901476;На рассмотрении;Завершено;Физическое лицо;60;УЗБЕКИСТАН;Женский;Социальное обеспечение;Предложение;Абайская;2023-10-17 13:38:42;2023-11-10 13:38:42;2023-11-03 13:38:42;Принять благоприятный акт;Март;Хорошо
557165098695;40336527254317;ЖТ-8156-1497840;В работе;В работе;Физическое лицо;43;КАЗАХСТАН;Мужской;Здравоохранение;Заявление;Улытауская;2024-06-13 08:24:33;2024-06-21 08:24:33;2024-06-27 08:24:33;Принять благоприятный акт;Июнь;Хорошо
761358158184;11078272078029;ЖТ-3432-4451076;В работе;Отказано;Юридическое лицо;24;УЗБЕКИСТАН;Мужской;Предпринимательство;Запрос;Улытауская;2023-12-02 16:02:41;2023-12-31 16:02:41;2023-12-25 16:02:41;Рассмотрено;Август;Плохо
685748530791;42387075656926;ЖТ-8851-6060715;Отказано;В работе;Юридическое лицо;28;КАЗАХСТАН;Мужской;Жилищный вопрос;Заявление;Мангистауская;2023-10-30 22:13:05;2023-11-29 22:13:05;2023-11-04 22:13:05;Рассмотрено;Декабрь;Хорошо
544844364378;50743853751751;ЖТ-1605-2975161;Завершено;Завершено;Юридическое лицо;46;УЗБЕКИСТАН;Женский;Земельные отношения;Жалоба;Мангистауская;2024-08-18 03:57:16;2024-09-13 03:57:16;2024-09-01 03:57:16;Отказ;Октябрь;
540615847120;21070381123793;ЖТ-6453-5218188;В работе;Отказано;Юридическое лицо;36;РОССИЯ;Мужской;Жилищный вопрос;Жалоба;Туркестанская;2023-12-19 07:43:44;2024-01-12 07:43:44;2024-01-25 07:43:44;Отказ;Сентябрь;
485585964205;43252271128641;ЖТ-1243-2921277;Отказано;Завершено;Физическое лицо;50;УЗБЕКИСТАН;Женский;Предпринимательство;Заявление;СКО;2023-11-13 05:26:53;2023-11-23 05:26:53;2023-11-17 05:26:53;Принять благоприятный акт;Декабрь;Удовлетворительно
738918807302;55486385965255;ЖТ-5271-7744905;Завершено;Завершено;Физическое лицо;45;УЗБЕКИСТАН;Женский;Земельные отношения;Предложение;Астана;2024-12-26 16:36:12;2025-01-11 16:36:12;2025-02-02 16:36:12;Рассмотрено;Июль;Плохо
608139332488;15293340663953;ЖТ-0541-1998679;На рассмотрении;В работе;Физическое лицо;67;КАЗАХСТАН;Мужской;Социальное обеспечение;Заявление;ЗКО;2024-06-29 04:24:29;2024-07-10 04:24:29;2024-07-08 04:24:29;Предоставить ответ;Февраль;
915149650491;15776283807254;ЖТ-7935-9782071;В работе;На рассмотрении;Физическое лицо;33;РОССИЯ;Мужской;Социальное обеспечение;Заявление;Атырауская;2024-08-02 12:01:47;2024-08-21 12:01:47;2024-08-26 12:01:47;Рассмотрено;Март;
